protocol,chain,field_role,candidate_address,confirmed_safe,owner_count,block_height,check_date
Superstate,ethereum-mainnet,USTB_ProxyAdmin_Owner_EOA,0x8C7Db8A96d39F76D9f456db23d591C2FDd0e2F8a,false,,,
BlackRockBUIDL,ethereum-mainnet,BUIDL_Owner_EOA,0xe01605f6b6dC593b7d2917F4a0940db2A625b09e,false,,,
LiquidCollective,ethereum-mainnet,Governor_ProxyAdmin_Safe,0xE3208Aa9d1186c1D1C8A5b76E794b2B68E6cb3a5,true,7,,
LiquidCollective,ethereum-mainnet,Executor_Safe,0xDE55C9dc78f985fE1502484Cb98EBfAB66A56B62,true,3,,
GravitaProtocol,ethereum-mainnet,Timelock_Admin_Safe_3of3,0x48c66D21f7204ACe7dE43965Fe28da6a8FB96B80,true,3,,
GravitaProtocol,ethereum-mainnet,AdminContract_Owner_Safe_2of5,0xE9Ac7a720C3511fD048a47f148066B0479102234,true,5,,
GravitaProtocol,ethereum-mainnet,Treasury_Safe_2of3,0x6F8Fe995422c5efE6487A7B07f67E84aaD9D4eC8,true,3,,
SynapseProtocol,ethereum-mainnet,DevMultisig,0x67F60b0891EBD842Ebe55E4CCcA1098d7Aac1A55,true,3,,
AxelarNetwork,ethereum-mainnet,Ethereum_Multisig_3of6,0xCC940AE49C78F20E3F13F3cF37e996b98Ac3EC68,false,,,
LiquityV1,ethereum-mainnet,BorrowerOperations_Owner_Renounced,0x24179CD81c9e782A4096035f7eC97fB8B783e007,false,,,
LiquityV1,ethereum-mainnet,TroveManager_Owner_Renounced,0xA39739EF8b0231DbFA0DcdA07d7e29faAbCf4bb2,false,,,
PanopticProtocol,ethereum-mainnet,VaultPanopticEth_Deploy_Safe_3of5,0x82BF455e9ebd6a541EF10b683dE1edCaf05cE7A1,true,5,,
TreehouseFinance,ethereum-mainnet,tETH_Router_Owner_Safe,0x22261B4D6F629D8cF946C3524df86bF7222901F6,true,7,,
IPORProtocol,ethereum-mainnet,IporProtocolRouter_Timelock_Proposer_Safe,0xF6a9bd8F6DC537675D499Ac1CA14f2c55d8b5569,true,6,,
Wormhole,ethereum-mainnet,CoreBridge_NOT_A_SAFE_GuardianSet_19,0x98f3c9e6E3fAce36bAAd05FE09d375Ef1464288B,false,,,
Midas,ethereum-mainnet,ProxyAdmin_Timelock_Proposer_Safe_1of3,0xB60842E9DaBCd1C52e354ac30E82a97661cB7E89,true,3,,
DODO,ethereum-mainnet,multiSigAddress,0x95C4F5b83aA70810D4f142d58e5F7242Bd891CB0,true,3,,
InverseFinance,ethereum-mainnet,RWG_Multisig,0xE3eD95e130ad9E15643f5A5f232a3daE980784cd,true,4,,
Reservoir,ethereum-mainnet,rUSD_DEFAULT_ADMIN_ROLE_EOA_NOT_A_SAFE,0xb7570e32dED63B25163369D5eb4D8e89E70e5602,false,,,
OpenEden,ethereum-mainnet,TBILL_Vault_Owner_Safe,0x8Ec4dD2DF01c188Ac5a5D870029E9cbb820d5844,true,5,,
SolvProtocol,ethereum-mainnet,GOVERNOR_Timelock,0xfd4B809AD88db6Ca9dbB295A4B9d23bB0093f497,false,,,
UMAProtocol,ethereum-mainnet,GovernorV2_SelfOwned_NotASafe,0x7b292034084A41B9D441B71b6E3557Edd0463fa8,false,,,
UMAProtocol,ethereum-mainnet,ProposerV2_NotASafe,0x50efaC9619225d7fB4703C5872da978849B6E7cC,false,,,
LombardFinance,ethereum-mainnet,Owner_Safe,0x251a604E8E8f6906d60f8dedC5aAeb8CD38F4892,true,5,,
ChainlinkCCIP_Mainnet,ethereum-mainnet,CCIPRouter_owner_Timelock,0x44835bBBA9D40DEDa9b64858095EcFB2693c9449,false,,,
YieldNest,ethereum-mainnet,YNSecurityCouncil_Safe,0xfcad670592a3b24869C0b51a6c6FDED4F95D6975,true,5,,
BadgerDAO,ethereum-mainnet,Dev_Multisig_dev.badgerdao.eth,0xB65cef03b9B89f99517643226d76e286ee999e77,true,5,,
BadgerDAO,ethereum-mainnet,TechOps_Multisig_techops.badgerdao.eth,0x86cbD0ce0c087b482782c181dA8d191De18C8275,true,5,,
BadgerDAO,ethereum-mainnet,TreasuryVault_Multisig_treasuryvault.badgerdao.eth,0xD0A7A8B98957b9CD3cFB9c0425AbE44551158e9e,true,9,,
BadgerDAO,ethereum-mainnet,TreasuryOps_Multisig_treasuryops.badgerdao.eth,0x042B32Ac6b453485e357938bdC38e0340d4b9276,true,9,,
BadgerDAO,ethereum-mainnet,TreasuryVoter_Multisig_treasuryvoter.badgerdao.eth,0xA9ed98B5Fb8428d68664f3C5027c62A10d45826b,true,7,,
BadgerDAO,ethereum-mainnet,Payments_Multisig_payments.badgerdao.eth,0x30a9c1D258F6c2D23005e6450E72bDD42C541105,true,6,,
Tokemak,ethereum-mainnet,Coordinator_Multisig,0x90b6C61B102eA260131aB48377E143D6EB3A9d4B,true,11,,
Tokemak,ethereum-mainnet,Treasury_Multisig,0x8b4334d4812C530574Bd4F2763FcD22dE94A969B,true,11,,
MountainProtocol,ethereum-mainnet,USDM_DEFAULT_ADMIN_ROLE_Safe,0x313d5B7EfDcd84e8a52D425282B03860e9354d74,true,7,,
AnzenFinance,ethereum-mainnet,Treasury_Safe,0x20b15eE712B3c368AF48eA5a59430be93a71eB3b,true,5,,
PremiaFinance,ethereum-mainnet,OperatorTreasury_ContractOwner_Safe_4of5,0xc22FAe86443aEed038A4ED887bbA8F5035FD12F0,true,5,,
PremiaFinance,ethereum-mainnet,EthereumFinanceDelegates_Safe_3of7,0x074F46d86149A7bA0687BBd48aa4F6381A6B364A,true,7,,
WildcatFinance,ethereum-mainnet,ArchController_owner_Safe,0xC15bE5214978d1fc509ECdd4f9D5BC067C94D9Ae,true,5,,
SpectraFinance,ethereum-mainnet,DAO_Safe,0xDbbfc051D200438dd5847b093B22484B842de9E7,true,5,,
USDT0,ethereum-mainnet,Ethereum_Safe_3of5,0x4DFF9b5b0143E642a3F63a5bcf2d1C328e600bf8,true,5,,
WBTC,ethereum-mainnet,Controller_owner_MultiSig_6of10,0x972Eed35781f09987a5c40F761f6A24623C570DE,true,10,,
ZKsyncEra_L1Governance,ethereum-mainnet,Foundation_Safe_3of6,0xbC1653bd3829dfEc575AfC3816D4899cd103B51c,true,6,,
ZKsyncEra_L1Governance,ethereum-mainnet,Security_Council_custom_multisig_12members,0x66E4431266DC7E04E7d8b7FE9d2181253df7F410,false,,,
ZKsyncEra_L1Governance,ethereum-mainnet,Guardians_custom_multisig_8members,0x600dA620Ab29F41ABC6596a15981e14cE58c86b8,false,,,
Scroll_L1Governance,ethereum-mainnet,ScrollAdminMultisig_3of4,0xcca54B0916Cee2186b47E9709BEdcb7041A8F761,true,4,,
Linea_L1Governance,ethereum-mainnet,L1_Security_Council_Safe_5of9,0x892bb7EeD71efB060ab90140e7825d8127991DD3,true,9,,
Arbitrum_L1Governance,ethereum-mainnet,L1_Emergency_Security_Council_Safe_9of12,0xF06E95eF589D9c38af242a8AAee8375f14023F85,true,12,,
Polygon_L1Governance,ethereum-mainnet,Governance_Timelock_Proposer_Executor_Safe_5of9,0xFA7d2a996aC6350f4b56C043112Da0366A59B74C,true,9,,
Blast_L1Governance,ethereum-mainnet,SystemConfig_Owner_Safe_3of5,0x4f72ee94B8ba3Be7F886565d3583A7F636c58B05,true,5,,
Mantle_L1Governance,ethereum-mainnet,Mantle_Security_Msig_6of14,0x4e59e778a0fb77fBb305637435C62FaeD9aED40f,true,14,,
METHProtocol,ethereum-mainnet,Mainnet_Timelock_AllRoles_Safe_6of14,0x4e59e778a0fb77fBb305637435C62FaeD9aED40f,true,14,,
ChainlinkAutomation,ethereum-mainnet,Registry_Registrar_Owner_Safe_4of9,0xcc4b5b07316Be81ED6edB44Ca61E4CaB28A1950D,true,9,,
DydxV3Governance,ethereum-mainnet,StarkwarePriorityTimelock_AdminIsGovernor_NotASafe,0xa306989BA6BcacdECCf3C0614FfF2B8C668e3CaE,false,,,
DydxV3Governance,ethereum-mainnet,ShortTimelock_AdminIsGovernor_NotASafe,0x64c7d40c07EFAbec2AafdC243bF59eaF2195c6dc,false,,,
USDC_Circle,ethereum-mainnet,FiatTokenProxy_AdminSlot_Owner_EOA,0x807a96288A1A408dBC13DE2b1d087d10356395d2,false,,,
TetherUSDT,ethereum-mainnet,Tether_MultiSigWallet_3of6,0xC6CDE7C39eB2f0F0095F41570af89eFC2C1Ea828,true,6,,
VesperFinance,ethereum-mainnet,Controller_Owner_Safe_3of6,0x9520b477Aa81180E6DdC006Fc09Fb6d3eb4e807A,true,6,,
Frankencoin,ethereum-mainnet,FrankencoinToken_NoOwnerFunction_NotASafe,0xB58E61C3098d85632Df34EecfB899A1Ed80921cB,false,,,
Frankencoin,ethereum-mainnet,MintingHubV2_NoOwnerFunction_NotASafe,0xDe12B620A8a714476A97EfD14E6F7180Ca653557,false,,,
Frankencoin,ethereum-mainnet,Equity_FPS_NoOwnerFunction_NotASafe,0x1bA26788dfDe592fec8bcB0Eaff472a42BE341B2,false,,,
ZircuitStaking,ethereum-mainnet,StakingContract_OwnerChain_Ultimate_EOA,0xE42A95c84f9dd116066Effb733e8294931967a0d,false,,,
HarvestFinance,ethereum-mainnet,ETHController_Governance_Safe_2of3,0xF066789028fE31D4f53B69B81b328B8218Cc0641,true,3,,
PYUSD_Paxos,ethereum-mainnet,TokenProxy_owner_EOA,0x3Af3e85f4f97De7AD0f000B724Fb77fE5ffc024B,false,,,
OpynSqueeth,ethereum-mainnet,Controller_owner_Safe_2of4,0x609FFF64429e2A275a879e5C50e415cec842c629,true,4,,
AnkrETH,ethereum-mainnet,GlobalPool_owner_Safe_3of5,0xA3464e1b86EE6941A600f9F69C61A47322af918F,true,5,,
ChainlinkVRF,ethereum-mainnet,VRFCoordinator_owner_Safe_4of9,0xcc4b5b07316Be81ED6edB44Ca61E4CaB28A1950D,true,9,,
ChainlinkFunctions,ethereum-mainnet,FunctionsRouter_owner_Safe_4of9,0xcc4b5b07316Be81ED6edB44Ca61E4CaB28A1950D,true,9,,
SturdyFinance,ethereum-mainnet,PoolAdmin_Safe_2of4,0xfE6DE700427cc0f964aa6cE15dF2bB56C7eFDD60,true,4,,
SturdyFinance,ethereum-mainnet,EmergencyAdmin_Safe_1of4,0x04103B7B41331e715a810E011dDE7F359cd9Bea4,true,4,,
ChainlinkDataStreams,ethereum-mainnet,VerifierProxy_owner_Safe_4of8,0x5c4785fDB3252a6fa2A05873C80af23EE0996AaC,true,8,,
GHO_Stablecoin,ethereum-mainnet,RiskCouncil_Safe_2of3,0x8513e6F37dBc52De87b166980Fa3F50639694B60,true,3,,
GHO_Stablecoin,ethereum-mainnet,AaveLabs_EntitySafe_2of6,0x4b752551fC6345A7de82F76fd7a5015CA16d1a74,true,6,,
GHO_Stablecoin,ethereum-mainnet,LlamaRisk_EntitySafe_1of3,0xb291232F480F41c75802C4a60F1D2AC03404Afef,true,3,,
GHO_Stablecoin,ethereum-mainnet,TokenLogic_EntitySafe_2of5,0x9DE1d45e2786b03498289959203F25b29B4D1193,true,5,,
AaveUmbrella,ethereum-mainnet,PermissionedPayloadsController_Guardian_Safe_2of3,0xb812d0944f8F581DfAA3a93Dda0d22EcEf51A9CF,true,3,,
Bedrock_uniBTC,ethereum-mainnet,Multisig_1_ProxyAdmin_Owner_3of5,0xC9dA980fFABbE2bbe15d4734FDae5761B86b5Fc3,true,5,,
Bedrock_uniBTC,ethereum-mainnet,Multisig_2_3of4,0x1F3c54EC74F1A5C0Bc19af04dAdFa1A677231ac9,true,4,,
IonProtocol,ethereum-mainnet,MultiSig_3of5,0x0000000000417626Ef34D62C4DC189b021603f2F,true,5,,
ChainlinkProofOfReserve_Mainnet,ethereum-mainnet,WBTC_PoR_Feed_Owner,0x21f73D42Eb58Ba49dDB685dc29D3bF5c0f0373CA,true,9,,
FDUSD,ethereum-mainnet,ProxyAdmin_Owner_Safe_4of6,0xfa771871d3d5c85e156D3d379E2FF7699C4d6a66,true,6,,
WorldLibertyFinancial_USD1,ethereum-mainnet,ProxyAdmin_Upgrade_Owner_Safe_3of5,0x6a8dC6dbf909F542F2536edf8676D52630CF59e1,true,5,,
WorldLibertyFinancial_USD1,ethereum-mainnet,Token_AccessManager_Owner_Safe_3of6,0x0D190B74308669E8f4fE7DBCe3466169B285289d,true,6,,
EURC_Circle,ethereum-mainnet,owner_EOA,0x3101386A38bEf8b79e49f12dEA12938a30E8af96,false,,,
EURC_Circle,ethereum-mainnet,masterMinter_NonSafe_Contract,0x02398771Fd1db790Ef2b656ca3BcB3075f27A72c,false,,,
EURC_Circle,ethereum-mainnet,pauser_EOA,0x2C576CFC9612541eb827b5c52479F364DdfaFEB7,false,,,
EURC_Circle,ethereum-mainnet,blacklister_EOA,0x601c97ed567253bf09A51998D53C5AA73290bd73,false,,,
EURC_Circle,ethereum-mainnet,proxyAdmin_EOA,0x9Ed85723C5c55b746Eb2C4B7e2A359B2091B8fE7,false,,,
USYC_Circle,ethereum-mainnet,owner_EOA,0x13FF8Cabb86eDf94a2dF4f98773bda4005182dD6,false,,,
AaveV3EthereumHorizon,ethereum-mainnet,ACL_ADMIN_NonSafe,0x5300A1a15135EA4dc7aD5a167152C01EFc9b192A,false,,,
BackedFinance,ethereum-mainnet,bIB01_Owner_ProxyAdmin_Safe_2of3,0x22f2dFE84a2EaCfE5d3cA81d26E610CB94eB1603,true,3,,
BackedFinance,ethereum-mainnet,bIB01_Minter_Pauser_Safe_2of3,0xdD276f57e40D745E09855BA5711613F5Da0C4A71,true,3,,
BackedFinance,ethereum-mainnet,bIB01_Burner_EOA,0x5F7A4c11bde4f218f0025Ef444c369d838ffa2aD,false,,,
RadiantCapital_Mainnet,ethereum-mainnet,PoolAdmin_Safe_4of11,0x0235a22a38Dd09291800e097bD2ebE6e3b4d5F04,true,11,,
RadiantCapital_Mainnet,ethereum-mainnet,EmergencyAdmin_Safe_1of5,0x940366D9cE4a770f3a311d03472425F8ED813ec4,true,5,,
RadiantCapital_Mainnet,ethereum-mainnet,DAO_Treasury_Safe_2of4,0xCD264F5D45E407770dEc2975337716779e47a8Fb,true,4,,
RadiantCapital_Mainnet,ethereum-mainnet,PoolAddressProvider_Owner_TimelockController_NonSafe_3d,0x27fC8f3Be99e9799FA1B720D471647E6662AFf92,false,,,
Optimism_L1Governance,ethereum-mainnet,ProxyAdminOwner_Safe_2of2,0x5a0Aae59D09fccBdDb6C6CcEB07B7279367C3d2A,true,2,,
Optimism_L1Governance,ethereum-mainnet,OptimismFoundation_Safe_5of7,0x847B5c174615B1B7fDF770882256e2D3E95b9D92,true,7,,
Optimism_L1Governance,ethereum-mainnet,SecurityCouncil_Safe_10of13,0xc2819DC788505Aac350142A7A707BF9D03E3Bd03,true,13,,
Base_L1Governance,ethereum-mainnet,ProxyAdminOwner_Safe_2of2,0x7bB41C3008B3f03FE483B28b8DB90e19Cf07595c,true,2,,
Base_L1Governance,ethereum-mainnet,SystemConfigOwner_IncidentMultisig_Safe_3of12,0x14536667Cd30e52C0b458BaACcB9faDA7046E056,true,12,,
Base_L1Governance,ethereum-mainnet,BaseSecurityCouncil_Safe_8of11,0x20AcF55A3DCfe07fC4cecaCFa1628F788EC8A4Dd,true,11,,
Base_L1Governance,ethereum-mainnet,CBMultisig_Safe_3of6,0x9855054731540A48b28990B63DcF4f33d8AE46A1,true,6,,
Fraxtal_L1Governance,ethereum-mainnet,ProxyAdminOwner_Safe_3of5,0xe0d7755252873c4eF5788f7f45764E0e17610508,true,5,,
Unichain_L1Governance,ethereum-mainnet,ProxyAdminOwner_Safe_3of3,0x6d5B183F538ABB8572F5cD17109c617b994D5833,true,3,,
Unichain_L1Governance,ethereum-mainnet,UnichainSpecific_Safe_3of5,0xb0c4C487C5cf6d67807Bc2008c66fa7e2cE744EC,true,5,,
